protein_A_id	protein_B_id	type	context	references
uniprotkb:Q96GG9	uniprotkb:Q8N668	physical association	reactome:R-HSA-8952039	23201271|25314029|18206966|19617556|18826954|25531226|25349211|27030794|21940857|26906416|19250909
uniprotkb:P63208	uniprotkb:Q15843	physical association	reactome:R-HSA-8952620	23201271|25314029|16647857|18206966|19617556|18826954|21863050|25531226|25349211|26906416|21940857|19250909
uniprotkb:Q15843	uniprotkb:O60826	physical association	reactome:R-HSA-8952625	24636985|18206966|19617556|18826954|21940857|19250909|23201271|23401859|25314029|25531226|27222660|25349211|26906416
uniprotkb:P61081	uniprotkb:Q8N668	physical association	reactome:R-HSA-8952630	23201271|25314029|18206966|19617556|23912815|18826954|25531226|25349211|21940857|26906416|19250909|30610225
uniprotkb:Q15843	uniprotkb:Q13619	physical association	reactome:R-HSA-8952639	23201271|25314029|26460955|18206966|19617556|18826954|25531226|26344709|25349211|26906416|19250909
uniprotkb:Q8IWT3	uniprotkb:Q15843	physical association	reactome:R-HSA-8956031	12526791|17332328|16547496|24793696
reactome:R-HSA-110180	uniprotkb:Q96FI4	physical association	reactome:R-HSA-5649655	11904416|8218289
uniprotkb:Q96FI4	reactome:R-HSA-5643990	physical association	reactome:R-HSA-5649671	11904416|15341901
reactome:R-HSA-110182	uniprotkb:Q96FI4	physical association	reactome:R-HSA-5649657	11904416|15341901
uniprotkb:Q96FI4	reactome:R-HSA-110176	physical association	reactome:R-HSA-9629154	27354518
uniprotkb:Q96FI4	uniprotkb:O15527	physical association	reactome:R-HSA-5649701	11904416|12097317|15260972
uniprotkb:Q96FI4	uniprotkb:P06746	physical association	reactome:R-HSA-5649708	16982218|15260972
reactome:R-HSA-110153	uniprotkb:Q969S2	physical association	reactome:R-HSA-5649686	12097317
uniprotkb:Q8TAT5	reactome:R-HSA-9629548	physical association	reactome:R-HSA-9629358	23755964
uniprotkb:Q8TAT5	uniprotkb:P62805	physical association	reactome:R-HSA-9629195	28854357
uniprotkb:Q8TAT5	reactome:R-HSA-9629416	physical association	reactome:R-HSA-9629365	23755964|22569481
reactome:R-ALL-176395	uniprotkb:Q8TAT5	physical association	reactome:R-HSA-9629373	24243840
uniprotkb:Q8TAT5	reactome:R-HSA-110176	physical association	reactome:R-HSA-9629369	22569481
uniprotkb:Q8TAT5	uniprotkb:P62805	physical association	reactome:R-HSA-9629372	24243840
uniprotkb:P48163	ChEBI:30616	physical association	reactome:R-HSA-9861642	22499340|33462636|37585529|31735643
uniprotkb:Q96PY6	uniprotkb:P48163	enzymatic reaction	reactome:R-HSA-9861642	22499340|33462636|37585529|31735643
uniprotkb:Q9HC35	ChEBI:30616	physical association	reactome:R-HSA-9648089	31409757|16890222
uniprotkb:Q9HC98	uniprotkb:Q9HC35	enzymatic reaction	reactome:R-HSA-9648089	31409757|16890222
uniprotkb:Q9HC98	uniprotkb:Q8TD19	physical association	reactome:R-HSA-2980720	12840024|12101123
ChEBI:30616	uniprotkb:Q8TD19	physical association	reactome:R-HSA-2984258	19941817|12840024
uniprotkb:P51617	uniprotkb:O15111	physical association	reactome:R-HSA-451561	18180283
uniprotkb:Q9Y6K9	uniprotkb:Q9Y4K3	physical association	reactome:R-HSA-937032	18347055|16547522|18180283
uniprotkb:Q9Y4K3	uniprotkb:O14920	physical association	reactome:R-HSA-975119	18347055|16547522|18180283
uniprotkb:Q99519	ChEBI:62634	enzymatic reaction	reactome:R-HSA-4084999	19797320|14962670|15213228|8591035|8985184|1756715|3136930
uniprotkb:Q99519	ChEBI:60065	enzymatic reaction	reactome:R-HSA-1605724	1634229|8370580|15213228|8591035|1756715|8985184|3136930
uniprotkb:Q9Y3R4	ChEBI:60065	enzymatic reaction	reactome:R-HSA-1605723	10191093
uniprotkb:Q9Y3R4	ChEBI:75130	enzymatic reaction	reactome:R-HSA-4085029	15501818|10191093
uniprotkb:Q9UQ49	ChEBI:60065	enzymatic reaction	reactome:R-HSA-1605768	10861246
uniprotkb:Q9UQ49	ChEBI:75130	enzymatic reaction	reactome:R-HSA-4084994	10861246|18632803|10405317
uniprotkb:Q8WWR8	ChEBI:75129	enzymatic reaction	reactome:R-HSA-9638120	19797320|14962670|15213228|8591035|8985184|1756715|3136930
uniprotkb:P49810	uniprotkb:P46531	cleavage reaction	reactome:R-HSA-2220988	10879540|19151708|12209127|9620803|10206645
uniprotkb:P49810	uniprotkb:P46531	cleavage reaction	reactome:R-HSA-157353	10879540|19151708|12209127|9620803|10206645
uniprotkb:P49768	uniprotkb:Q04721	cleavage reaction	reactome:R-HSA-157640	24842903|11518718|12209127|9620803|10206645
uniprotkb:P49768	uniprotkb:Q9UM47	cleavage reaction	reactome:R-HSA-9013361	24842903
reactome:R-HSA-8870688	uniprotkb:Q92793	physical association	reactome:R-HSA-9622572	24243840
uniprotkb:Q04206	uniprotkb:P25963	physical association	reactome:R-HSA-9630923	9865693
uniprotkb:P35240	uniprotkb:Q13153	physical association	reactome:R-HSA-5669158	15378014|24166499|19289088|18829550|15000491|14580336
reactome:R-ALL-1008228	uniprotkb:Q9ULX9	physical association	reactome:R-HSA-1008200	8816476
uniprotkb:Q16621	uniprotkb:O60675	physical association	reactome:R-HSA-1008240	24243840
uniprotkb:O15525	reactome:R-HSA-9759072	physical association	reactome:R-HSA-9759147	29233872|20452972
reactome:R-HSA-6789487	uniprotkb:O60675	physical association	reactome:R-HSA-9759137	32284348|10821856|29693710|27100828
uniprotkb:P62877	uniprotkb:Q13618	physical association	reactome:R-HSA-8932327	15572695|16790436|17081101|32284348|24366543|23986495|17785452|15601839|15282312|15367669|19321346|9887101
uniprotkb:O15525	reactome:R-HSA-8957562	physical association	reactome:R-HSA-9761828	12234984|32336239|21775727|32649885|32284348|22965115|22789539|32582032|19273602
reactome:R-ALL-9714165	uniprotkb:P62877	physical association	reactome:R-HSA-9712274	21391649|32672401|16359182|32284348|33009401|14585973|33791708|14764894|25793262|30610225
uniprotkb:P41279	uniprotkb:Q8NFZ5	physical association	reactome:R-HSA-451634	12832462|9950430|15169888
uniprotkb:P25963	uniprotkb:Q00653	physical association	reactome:R-HSA-9630921	18412279|23708964
uniprotkb:P25963	ChEBI:30616	physical association	reactome:R-HSA-5228811	18412279|22078572|14523047|15337789|23708964
uniprotkb:O14920	uniprotkb:P25963	enzymatic reaction	reactome:R-HSA-5228811	18412279|22078572|14523047|15337789|23708964
uniprotkb:P19838	reactome:R-HSA-9762042	physical association	reactome:R-HSA-9796056	23077289
uniprotkb:P07947	uniprotkb:Q8N5V2	physical association	reactome:R-HSA-3928602	24243840
uniprotkb:Q8N5V2	uniprotkb:P61586	enzymatic reaction	reactome:R-HSA-3928651	15848799|10769020|11179879
uniprotkb:P61586	ChEBI:37565	physical association	reactome:R-HSA-3928651	15848799|10769020|11179879
uniprotkb:P52565	uniprotkb:P01138	physical association	reactome:R-HSA-193646	15128850
uniprotkb:P01138	uniprotkb:P08138	physical association	reactome:R-HSA-193653	17196528|15131306
uniprotkb:Q9Y5V3	uniprotkb:P01138	physical association	reactome:R-HSA-205115	24243840
uniprotkb:P46531	uniprotkb:Q16665	physical association	reactome:R-HSA-1912396	16256737
uniprotkb:P46531	reactome:R-HSA-9762042	physical association	reactome:R-HSA-9762102	29450944|24298019|32640524
uniprotkb:P24863	ChEBI:30616	physical association	reactome:R-HSA-1912391	15546612
uniprotkb:Q06330	uniprotkb:Q96JK9	physical association	reactome:R-HSA-2197588	17284587|11101851
uniprotkb:Q06330	uniprotkb:Q8IZL2	physical association	reactome:R-HSA-9013631	24243840
uniprotkb:Q61982	uniprotkb:Q96JK9	physical association	reactome:R-NUL-9013647	12386158
uniprotkb:Q9Y6A5	uniprotkb:Q9UM47	physical association	reactome:R-HSA-9017855	24243840
uniprotkb:Q96JK9	uniprotkb:Q99466	physical association	reactome:R-HSA-9013693	24243840
uniprotkb:Q06330	uniprotkb:Q96JK9	physical association	reactome:R-NUL-9013699	12386158
uniprotkb:Q9Y6A5	uniprotkb:Q99466	physical association	reactome:R-HSA-9604675	24243840
uniprotkb:P14780	uniprotkb:P14543	cleavage reaction	reactome:R-HSA-1592270	24243840
uniprotkb:P51511	uniprotkb:P14543	cleavage reaction	reactome:R-HSA-2533965	24243840
uniprotkb:Q99542	uniprotkb:P14543	cleavage reaction	reactome:R-HSA-3791319	10809722
uniprotkb:P09237	uniprotkb:P14543	cleavage reaction	reactome:R-HSA-2533970	24243840
uniprotkb:Q99558	ChEBI:30616	physical association	reactome:R-HSA-5668545	9742107
uniprotkb:Q7RTP0	ChEBI:18420	enzymatic reaction	reactome:R-HSA-5336453	17166836
uniprotkb:P52952	reactome:R-HSA-9733696	physical association	reactome:R-HSA-9735143	19479054
uniprotkb:P52952	reactome:R-HSA-2888975	physical association	reactome:R-HSA-9734590	24243840
uniprotkb:P52952	reactome:R-HSA-9734333	physical association	reactome:R-HSA-9734337	15095414
reactome:R-HSA-8939903	uniprotkb:P78367	physical association	reactome:R-HSA-8985293	10572046|15703179
uniprotkb:Q9UBE8	uniprotkb:Q9NQB0	enzymatic reaction	reactome:R-HSA-4411383	12556497
ChEBI:30616	uniprotkb:Q9NQB0	physical association	reactome:R-HSA-4411383	12556497
uniprotkb:Q86WI3	uniprotkb:O14920	physical association	reactome:R-HSA-9750226	20434986
uniprotkb:Q86WI3	uniprotkb:Q8IUD6	physical association	reactome:R-HSA-937343	20434986
uniprotkb:P05067	uniprotkb:Q9ULZ3	physical association	reactome:R-HSA-844610	11786556|12615073
uniprotkb:Q9Y2E6	uniprotkb:Q96MN2	physical association	reactome:R-HSA-3249392	22388039
uniprotkb:Q9H171	uniprotkb:Q9Y2E6	physical association	reactome:R-HSA-8948703	22388039
uniprotkb:Q86UT6	uniprotkb:Q9Y6K9	physical association	reactome:R-HSA-9749471	21703539
uniprotkb:Q86UT6	uniprotkb:Q7Z434	physical association	reactome:R-HSA-936564	18200010
uniprotkb:O43166	uniprotkb:Q05586	physical association	reactome:R-HSA-6794349	24243840
uniprotkb:O15399	uniprotkb:Q96HC4	physical association	reactome:R-HSA-6794354	24243840
ChEBI:29108	uniprotkb:P01116	enzymatic reaction	reactome:R-HSA-442732	24243840
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-442732	24243840
uniprotkb:Q12879	uniprotkb:Q92796	physical association	reactome:R-HSA-6794336	24243840
ChEBI:15532	uniprotkb:P11488	physical association	reactome:R-HSA-2534087	3006923|9353336|9506952
uniprotkb:O60551	uniprotkb:P11488	enzymatic reaction	reactome:R-HSA-2534087	3006923|9353336|9506952
uniprotkb:Q5H8A3	uniprotkb:Q9GZQ4	physical association	reactome:R-HSA-981832	10899166
ChEBI:16480	uniprotkb:P33402	physical association	reactome:R-HSA-392143	24243840
uniprotkb:P04637	uniprotkb:Q9Y3T9	physical association	reactome:R-HSA-3222128	16322561
uniprotkb:Q14790	uniprotkb:Q9Y239	physical association	reactome:R-HSA-622420	10329646
uniprotkb:P12644	uniprotkb:Q13253	physical association	reactome:R-HSA-9794058	24243840
ChEBI:59789	reactome:R-HSA-74978	physical association	reactome:R-HSA-6790944	26196125
uniprotkb:P46087	reactome:R-HSA-74978	enzymatic reaction	reactome:R-HSA-6790944	26196125
uniprotkb:P09958	uniprotkb:P46531	cleavage reaction	reactome:R-HSA-1912369	9653148|19701457|12049766|9727485|10669757|9244302
uniprotkb:O14672	uniprotkb:Q9NR61	cleavage reaction	reactome:R-HSA-2730752	12354787|9244301|10882063|17401372|19726682|16738328
uniprotkb:O14672	uniprotkb:Q9NR61	cleavage reaction	reactome:R-HSA-2220976	16738328
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-2900748	16738328
uniprotkb:P46531	uniprotkb:Q9NR61	physical association	reactome:R-HSA-2900747	16738328
uniprotkb:P78504	uniprotkb:P46531	physical association	reactome:R-HSA-2900743	16738328
uniprotkb:P46531	uniprotkb:Q9Y219	physical association	reactome:R-HSA-2900756	16738328
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-2769008	18296446|15574878|9819428
uniprotkb:Q9NR61	uniprotkb:P46531	physical association	reactome:R-HSA-2769000	18824583|19524514|18824585
uniprotkb:P78504	uniprotkb:P46531	physical association	reactome:R-HSA-2768999	9462510|19524514
uniprotkb:P46531	uniprotkb:Q9Y219	physical association	reactome:R-HSA-2768993	11006133|9315665
uniprotkb:P49757	uniprotkb:Q96J02	physical association	reactome:R-HSA-1980128	8313469|19567869
uniprotkb:P46531	uniprotkb:P80370	physical association	reactome:R-HSA-1980130	18237417|18700817|15652348
uniprotkb:Q9NR61	uniprotkb:P46531	physical association	reactome:R-HSA-1980138	18660822|20418862
uniprotkb:P46531	uniprotkb:O00548	physical association	reactome:R-HSA-1980039	18296446|15574878|9819428
uniprotkb:P46531	uniprotkb:Q9NR61	physical association	reactome:R-HSA-1980041	18824583|19524514|18824585
uniprotkb:Q8NFT8	uniprotkb:P46531	physical association	reactome:R-HSA-1912398	15965470
uniprotkb:P78504	uniprotkb:P46531	physical association	reactome:R-HSA-1980042	9462510|19524514
uniprotkb:P46531	uniprotkb:Q9Y219	physical association	reactome:R-HSA-1980044	11006133|9315665
uniprotkb:O00548	uniprotkb:P46531	physical association	reactome:R-HSA-2660819	1831692
uniprotkb:Q9NR61	uniprotkb:P46531	physical association	reactome:R-HSA-2660815	1831692
uniprotkb:P78504	uniprotkb:P46531	physical association	reactome:R-HSA-2660822	1831692
uniprotkb:Q9Y219	uniprotkb:P46531	physical association	reactome:R-HSA-2660816	1831692
uniprotkb:O14672	uniprotkb:P46531	cleavage reaction	reactome:R-HSA-2666278	1831692
uniprotkb:Q06330	reactome:R-HSA-9021445	physical association	reactome:R-HSA-9021451	27749937
uniprotkb:Q12860	uniprotkb:Q04721	physical association	reactome:R-HSA-2220816	14567914
uniprotkb:P21741	uniprotkb:Q04721	physical association	reactome:R-HSA-2974737	9384573|18469519|21632553
uniprotkb:Q92585	reactome:R-HSA-2976052	physical association	reactome:R-HSA-2976563	18724371
reactome:R-HSA-2127282	uniprotkb:Q04721	physical association	reactome:R-HSA-2976742	11986231
uniprotkb:Q96JK9	reactome:R-HSA-2197548	physical association	reactome:R-HSA-2976716	11866432
uniprotkb:Q8IZL2	reactome:R-HSA-2197557	physical association	reactome:R-HSA-2976726	11866432
uniprotkb:O14672	uniprotkb:Q9NR61	cleavage reaction	reactome:R-HSA-157629	10958687|22658936|24842903|20156974
uniprotkb:Q9UM47	uniprotkb:O00548	physical association	reactome:R-HSA-157145	24243840
uniprotkb:Q9NR61	uniprotkb:Q9UM47	physical association	reactome:R-HSA-2168136	15533827|19208840
uniprotkb:P78504	uniprotkb:Q9UM47	physical association	reactome:R-HSA-157100	10079256
uniprotkb:Q9UM47	uniprotkb:Q9Y219	physical association	reactome:R-HSA-157124	24243840
uniprotkb:O00308	uniprotkb:Q9UM47	physical association	reactome:R-HSA-9021520	25356737
uniprotkb:P67809	uniprotkb:Q9UM47	physical association	reactome:R-HSA-9017797	19640841
uniprotkb:Q9UM47	uniprotkb:P00533	physical association	reactome:R-HSA-9018573	25125655
uniprotkb:Q9UM47	reactome:R-HSA-2197548	physical association	reactome:R-HSA-9021325	25417103
reactome:R-HSA-9018533	uniprotkb:Q92585	physical association	reactome:R-HSA-9018542	22396495
uniprotkb:Q8IZL2	reactome:R-HSA-2197548	physical association	reactome:R-HSA-9013652	24243840
uniprotkb:Q9UM47	reactome:R-HSA-9021403	physical association	reactome:R-HSA-9021406	18974129
reactome:R-HSA-9021489	uniprotkb:Q9UM47	physical association	reactome:R-HSA-9021480	27841855
reactome:R-HSA-9016877	uniprotkb:Q9UM47	physical association	reactome:R-HSA-9016916	24243840
ChEBI:29105	uniprotkb:O00548	cleavage reaction	reactome:R-HSA-9013284	24842903
uniprotkb:Q96JK9	reactome:R-HSA-9604466	physical association	reactome:R-HSA-9604451	24243840
uniprotkb:P84022	uniprotkb:Q99466	physical association	reactome:R-HSA-9605414	24243840
uniprotkb:Q6P988	uniprotkb:P78333	phospholipase reaction	reactome:R-HSA-5362553	12015973|15963974|17967162|15647319|17609110|20412775
uniprotkb:Q86UR1	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5668718	16636067|16329988|16762923|12716910
uniprotkb:Q86UR1	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-9673797	16636067|16329988|16762923|12716910
uniprotkb:P04839	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-6789092	11970843|10029572
uniprotkb:P13498	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-1222376	1763037|10029572
uniprotkb:P19878	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-5668731	16507994|15824103|18347018|17583407
uniprotkb:P04839	ChEBI:57783	oxidoreductase activity electron transfer reaction	reactome:R-HSA-6807557	15927447|17275676
uniprotkb:P27540	uniprotkb:Q8IUM7	physical association	reactome:R-HSA-9634850	14701734|31585079
uniprotkb:Q9HBZ2	uniprotkb:Q8IUM7	physical association	reactome:R-HSA-9634861	14701734|24465693
uniprotkb:Q8IUM7	uniprotkb:O00327	physical association	reactome:R-HSA-9634846	14701734
uniprotkb:Q9HBZ2	reactome:R-HSA-9639558	physical association	reactome:R-HSA-9768939	24243840
uniprotkb:Q8IUM7	reactome:R-HSA-9770505	physical association	reactome:R-HSA-9769419	20977903
uniprotkb:Q9HBZ2	reactome:R-HSA-9006123	physical association	reactome:R-HSA-9644879	21368041
reactome:R-ALL-265479	uniprotkb:Q9UHC9	physical association	reactome:R-HSA-265456	18187582|15928087
uniprotkb:Q9UHC9	ChEBI:16113	enzymatic reaction	reactome:R-HSA-265443	24243840
uniprotkb:Q9UHC9	ChEBI:26125	enzymatic reaction	reactome:R-HSA-265545	24243840
ChEBI:16113	uniprotkb:P61916	physical association	reactome:R-HSA-8876472	25699256|17018531
uniprotkb:O15118	ChEBI:16113	physical association	reactome:R-HSA-8876484	25699256|18772377|19563754
uniprotkb:O95835	uniprotkb:O75161	physical association	reactome:R-HSA-2059926	21555462
uniprotkb:Q9BXD5	ChEBI:29025	enzymatic reaction	reactome:R-HSA-4085217	22692205|16147865
uniprotkb:P19525	uniprotkb:P06748	physical association	reactome:R-HSA-9835328	12882984
uniprotkb:P05549	uniprotkb:P06748	physical association	reactome:R-HSA-8869568	17318229
uniprotkb:Q08050	uniprotkb:P06748	physical association	reactome:R-HSA-9851090	21979956|31390744|27553022
uniprotkb:P62877	uniprotkb:P06748	physical association	reactome:R-HSA-9725023	22955283|16009132|31434245|12748172
uniprotkb:P29597	ChEBI:30616	physical association	reactome:R-HSA-9851114	30131584
uniprotkb:P54198	reactome:R-HSA-5649637	physical association	reactome:R-HSA-9822117	24243840
uniprotkb:P53708	uniprotkb:Q6UXI9	physical association	reactome:R-HSA-9830951	24243840
uniprotkb:P16066	uniprotkb:P01160	physical association	reactome:R-HSA-6784598	25202235|1672777
uniprotkb:P23582	uniprotkb:P20594	physical association	reactome:R-HSA-5692408	15146390|1672777
uniprotkb:Q9Y639	uniprotkb:P47870	physical association	reactome:R-HSA-8856398	24243840
uniprotkb:P15559	uniprotkb:P11926	physical association	reactome:R-HSA-350578	16205122|15749015
uniprotkb:O95477	uniprotkb:P55055	physical association	reactome:R-HSA-9619756	21507939|18782758
uniprotkb:Q13133	reactome:R-HSA-6800051	physical association	reactome:R-HSA-9028526	11414710|17684114
ChEBI:67237	uniprotkb:P55055	physical association	reactome:R-HSA-9028525	11287605|17684114
ChEBI:41633	uniprotkb:P19793	physical association	reactome:R-HSA-9029521	12150943|23790976
reactome:R-HSA-9029518	ChEBI:34310	physical association	reactome:R-HSA-9029555	12150943|23790976
ChEBI:34310	uniprotkb:P55055	physical association	reactome:R-HSA-9657836	12518032
